"","Progress","Duration (in seconds)","Finished","ResponseId","DistributionChannel","UserLanguage","Q1","1.Q1","1.Q2","1.Q3","1.Q4","2.Q1","2.Q2","2.Q3","2.Q4","3.Q1","3.Q2","3.Q3","3.Q4","4.Q1","4.Q2","4.Q3","4.Q4","5.Q1","5.Q2","5.Q3","5.Q4","Q11","Q12","Q14","Q24","Q13","Q25","Q26","Q29_1","Q30","Q31","Q32","Q34","Q35","Q36","Q17","Q19","Q20","Q6","Q7","Q8","Q9","Time Lag 1","Attribution Confidence 1","Damage Assessment 1","Hack type 1","Persistence 1","Time Lag 2","Attribution Confidence 2","Damage Assessment 2","Hack type 2","Persistence 2","Time Lag 3","Attribution Confidence 3","Damage Assessment 3","Hack type 3","Persistence 3","Time Lag 4","Attribution Confidence 4","Damage Assessment 4","Hack type 4","Persistence 4","Time Lag 5","Attribution Confidence 5","Damage Assessment 5","Hack type 5","Persistence 5"
"11",100,87497,TRUE,"R_3IXehS45BVh7EX7","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Escalatory attack",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes",TRUE,TRUE,TRUE,FALSE,FALSE,"Secure",TRUE,3,"Definitely take my winnings","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat easy","Yes","No","Yes","Yes","4 year degree","American","No","6 months","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"12",100,610,TRUE,"R_sd76qKf6GkeBZYZ","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,TRUE,TRUE,FALSE,FALSE,FALSE,"Secure",TRUE,5,"Definitely take my winnings","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat difficult","Yes","Yes","No","Yes","Professional degree","American","No","6 months","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"13",100,721,TRUE,"R_2CUFWAWPr4n7OE1","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No",TRUE,FALSE,TRUE,FALSE,FALSE,"Secure",FALSE,6,"Probably take my winnings","Strongly agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither easy nor difficult","No","No","No","Yes","4 year degree","United States","Yes","1 month","90%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"14",100,642,TRUE,"R_2wS4xD5IlEVYFXM","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Escalatory attack",NA,TRUE,FALSE,TRUE,FALSE,TRUE,"Secure",FALSE,3,"Probably take my winnings","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat easy","No","No","No","Yes","4 year degree","Romanian","No","6 months","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"15",100,91401,TRUE,"R_25Bfl1TfyYZklNI","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","not very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No",FALSE,FALSE,TRUE,FALSE,FALSE,"Secure",TRUE,5,"Definitely take my winnings","Strongly agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Neither easy nor difficult","Yes","No","No","Yes","Professional degree","American","No","1 month","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"16",100,1141,TRUE,"R_3nCbtg3mQzjYHNV","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,FALSE,"Secure",TRUE,6,"Probably take my winnings","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat difficult","No","No","No","Yes","Professional degree","Jordan","No","6 months","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"17",100,1293,TRUE,"R_1jy45ONtjzRwCX4","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes",TRUE,FALSE,TRUE,FALSE,FALSE,"Secure",TRUE,5,"Probably take my winnings","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat difficult","No","No","Yes","Yes","Professional degree","United States","No","1 month","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"18",4,10,FALSE,"R_3MRHSRvcucLHSPP","email","EN","I consent, begin the study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 month","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",100,629,TRUE,"R_2QVrIp9knHpmVia","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Escalate",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Escalatory attack",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Escalatory attack",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Escalatory attack",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Escalatory attack",NA,TRUE,FALSE,FALSE,FALSE,FALSE,"Secure",FALSE,5,"Definitely take my winnings","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Neither easy nor difficult","No","No","No","Yes","4 year degree","Nigerian","No","6 months","60%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"20",100,975,TRUE,"R_1PUkWPXKEky3CYI","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No",FALSE,TRUE,TRUE,FALSE,TRUE,"Secure",TRUE,5,"Probably continue playing","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Extremely difficult","Yes","No","Yes","Yes","Professional degree","American","No","1 month","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"21",100,572,TRUE,"R_1d07IczHgUCmMGQ","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,TRUE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,5,"Probably take my winnings","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat easy","No","Yes","Yes","Yes","4 year degree","United States","Yes","1 month","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
